Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS212,45.5,0.0,0.0,1979.0,L,1.0,O21M,03/18/2012,2.0,AUS2005,3.50@13.000,58.0
SHAW Matthew,AUS,M,12AUS212,0.0,0.0,0.0,1979.0,L,2.0,O21M,03/18/2012,2.0,AUS2005,1.50@18.250,37.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS212,38.5,0.0,0.0,1979.0,L,3.0,O21M,03/18/2012,2.0,AUS2005,2.50@14.250,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS212,46.0,0.0,0.0,1979.0,L,4.0,O21M,03/18/2012,2.0,AUS2005,4.00@13.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS216,44.5,0.0,0.0,1979.0,L,1.0,O21M,04/01/2012,1.0,AUS2005,2.50@13.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS216,49.0,0.0,0.0,1979.0,L,2.0,O21M,04/01/2012,1.0,AUS2005,1.00@12.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS107,46.5,0.0,0.0,1979.0,L,1.0,O21M,01/29/2012,3.0,AUS3005,4.50@13.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS107,40.5,0.0,0.0,1979.0,L,2.0,O21M,01/29/2012,3.0,AUS3005,4.50@14.250,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS319,46.5,0.0,0.0,1979.0,L,1.0,AllD2,02/05/2012,1.0,AUS3010,4.50@13.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS319,50.0,0.0,0.0,1979.0,L,2.0,AllD2,02/05/2012,1.0,AUS3010,2.00@12.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS319,49.0,0.0,0.0,1979.0,L,3.0,AllD2,02/05/2012,1.0,AUS3010,1.00@12.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS319,43.0,0.0,0.0,1979.0,L,4.0,AllD2,02/05/2012,1.0,AUS3010,1.00@13.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS101,45.0,0.0,0.0,1979.0,L,1.0,O21M,04/09/2012,5.0,AUS3025,3.00@13.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS101,5.0,0.0,0.0,1979.0,L,2.0,O21M,04/09/2012,5.0,AUS3025,5.00@18.250,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS314,46.5,0.0,0.0,1979.0,L,1.0,O21M,01/08/2012,2.0,AUS3025,4.50@13.000,58.0
 , , , , , , , , , , , , , , , 
SHAW Matthew,AUS,M,12AUS314,39.0,0.0,0.0,1979.0,L,2.0,O21M,01/08/2012,2.0,AUS3025,3.00@14.250,58.0
