Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
MAHAN Bill,USA,M,09E060B,52.0,0.0,0.0,1947.0,E,1.0,M6,08/02/2009,1.0,USAE0111,4.00@12.000,55.0
 , , , , , , , , , , , , , , , 
MAHAN Bill,USA,M,10E011E,52.0,0.0,0.0,1947.0,E,1.0,M6,08/30/2009,1.0,USAE0126,4.00@12.000,55.0
 , , , , , , , , , , , , , , , 
MAHAN Bill,USA,M,10E011E,56.5,0.0,0.0,1947.0,E,2.0,M6,08/30/2009,1.0,USAE0126,2.50@11.250,55.0
 , , , , , , , , , , , , , , , 
MAHAN Bill,USA,M,10E011E,56.0,0.0,0.0,1947.0,E,3.0,M6,08/30/2009,1.0,USAE0126,2.00@11.250,55.0
 , , , , , , , , , , , , , , , 
MAHAN Bill,USA,M,09S999A,55.0,0.0,0.0,1947.0,E,1.0,M6,08/15/2009,2.0,USAS0364,1.00@11.250,55.0
