Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
FOSS Anders,NOR,M,10EAME04,56.0,0.0,0.0,1976.0,R,1.0,OpeM,08/22/2010,21.0,GBRTHORP,2.00@11.250,58.0
 , , , , , , , , , , , , , , , 
FOSS Anders,NOR,M,10SWE25,56.0,0.0,0.0,1976.0,L,1.0,OpeM,07/11/2010,12.0,SWE0214,2.00@11.250,58.0
 , , , , , , , , , , , , , , , 
FOSS Anders,NOR,M,10SWE25,50.5,0.0,0.0,1976.0,L,2.0,OpeM,07/11/2010,12.0,SWE0214,2.50@12.000,58.0
FOSS Anders,NOR,M,10SWE25,0.0,0.0,0.0,1976.0,L,3.0,OpeM,07/11/2010,12.0,SWE0214,0.50@18.250,40.0
 , , , , , , , , , , , , , , , 
FOSS Anders,NOR,M,10SWE26,50.5,0.0,0.0,1976.0,L,1.0,OpeM,07/11/2010,6.0,SWE0214,2.50@12.000,58.0
 , , , , , , , , , , , , , , , 
FOSS Anders,NOR,M,10SWE26,46.5,0.0,0.0,1976.0,L,2.0,OpeM,07/11/2010,6.0,SWE0214,4.50@13.000,58.0
 , , , , , , , , , , , , , , , 
FOSS Anders,NOR,M,10SWE26,50.5,0.0,0.0,1976.0,L,3.0,OpeM,07/11/2010,6.0,SWE0214,2.50@12.000,58.0
