Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI001,44.0,0.0,0.0,90.0,L,0.0,OPEN VAR,10/21/2006,7.0,CHI-004,2.00@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI001,45.0,0.0,0.0,90.0,L,0.0,JUVENILE,10/21/2006,1.0,CHI-004,3.00@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI002,44.5,0.0,0.0,90.0,L,0.0,OPEN VAR,11/11/2006,3.0,CHI-004,2.50@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI002,45.0,0.0,0.0,90.0,L,0.0,JUVENILE,11/11/2006,1.0,CHI-004,3.00@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI003,44.5,0.0,0.0,90.0,L,0.0,OPEN VAR,12/16/2006,8.0,CHI-004,2.50@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI003,45.0,0.0,0.0,90.0,L,0.0,JUVENILE,12/16/2006,2.0,CHI-004,3.00@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI004,47.0,0.0,0.0,90.0,L,0.0,JUVENILE,01/13/2007,3.0,CHI-004,5.00@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI005,44.0,0.0,0.0,90.0,L,0.0,JUVENILE,03/03/2007,5.0,CHI-004,2.00@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07chi006,45.0,0.0,0.0,90.0,L,0.0,JUVENILE,03/24/2007,4.0,CHI-004,3.00@13.000,58.0
 , , , , , , , , , , , , , , , 
CASTRO Pablo,CHI,M,07CHI103,45.0,0.0,0.0,90.0,L,0.0,JUVENILE,03/04/2007,4.0,CHI-004,3.00@13.000,58.0
