Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
ACKERER Damien,FRA,M,10FRA04,56.0,0,0.0,1980,R,1,OpeM,07/25/2010,9.0,FRA3310,2.00@11.250,58.0
ACKERER Damien,FRA,M,10FRA04,51.5,0,0.0,1980,R,2,OpeM,07/25/2010,9.0,FRA3310,3.50@12.000,58.0
AMADE Anais,FRA,F,10FRA04,0.0,0,43.5,1981,R,1,OpeF,07/25/2010,5.0,FRA3310,0.255,54.0
AMADE Anais,FRA,F,10FRA04,0.0,4660,0.0,1981,R,1,OpeF,07/25/2010,7.0,FRA3310, , 
AMADE Anais,FRA,F,10FRA04,62.0,0,0.0,1981,R,1,OpeF,07/25/2010,2.0,FRA3310,2.00@10.750,55.0
AMADE Anais,FRA,F,10FRA04,62.0,4660,43.5,1981,R,1,OpeF,07/25/2010, ,FRA3310, , 
AMADE Anais,FRA,F,10FRA04,59.0,0,0.0,1981,R,2,OpeF,07/25/2010,2.0,FRA3310,5.00@11.250,55.0
AMADE Anais,FRA,F,10FRA04,0.0,0,42.5,1981,R,2,OpeF,07/25/2010,5.0,FRA3310,0.255,54.0
ANDEOL Quentin,FRA,M,10FRA04,0.0,0,47.9,1989,R,1,OpeM,07/25/2010,6.0,FRA3310,0.255,57.0
ANDEOL Quentin,FRA,M,10FRA04,0.0,6090,0.0,1989,R,1,OpeM,07/25/2010,6.0,FRA3310, , 
ANDEOL Quentin,FRA,M,10FRA04,56.5,0,0.0,1989,R,1,OpeM,07/25/2010,10.0,FRA3310,2.50@11.250,58.0
ANDEOL Quentin,FRA,M,10FRA04,56.5,6090,47.9,1989,R,1,OpeM,07/25/2010, ,FRA3310, , 
ANDEOL Quentin,FRA,M,10FRA04,0.0,5900,0.0,1989,R,2,OpeM,07/25/2010,6.0,FRA3310, , 
ANDEOL Quentin,FRA,M,10FRA04,45.5,0,0.0,1989,R,2,OpeM,07/25/2010,10.0,FRA3310,3.50@13.000,58.0
ANDEOL Thibault,FRA,M,10FRA04,51.5,0,0.0,1989,R,1,OpeM,07/25/2010,15.0,FRA3310,3.50@12.000,58.0
ANDEOL Thibault,FRA,M,10FRA04,0.0,6010,0.0,1989,R,1,OpeM,07/25/2010,7.0,FRA3310, , 
ANDEOL Thibault,FRA,M,10FRA04,0.0,0,47.7,1989,R,1,OpeM,07/25/2010,7.0,FRA3310,0.255,57.0
AYNAUD Marion,FRA,F,10FRA04,0.0,7980,0.0,1990,R,1,OpeF,07/25/2010,2.0,FRA3310, , 
AYNAUD Marion,FRA,F,10FRA04,0.0,8310,0.0,1990,R,2,OpeF,07/25/2010,2.0,FRA3310, , 
BALLON Pierre,FRA,M,10FRA04,0.0,0,52.9,1989,R,1,OpeM,07/25/2010,1.0,FRA3310,0.271,57.0
