Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10IWWF02,51.0,0.0,0.0,1963.0,R,2.0,45+F,09/12/2010,2.0,ITA0701,3.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10AUT01,51.0,0.0,0.0,1963.0,L,3.0,35+F,06/20/2010,1.0,AUTTWWUT,3.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10FIN01,51.0,0.0,0.0,1963.0,L,2.0,OpeF,07/18/2010,3.0,FINNIIHA,3.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10E&A08,51.0,0.0,0.0,1963.0,R,2.0,45+F,09/12/2010,2.0,ITA0701,3.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10FIN01,50.5,0.0,0.0,1963.0,L,1.0,OpeF,07/18/2010,3.0,FINNIIHA,2.50@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10FIN01,50.0,0.0,0.0,1963.0,L,3.0,OpeF,07/18/2010,3.0,FINNIIHA,2.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10AUT01,50.0,0.0,0.0,1963.0,L,1.0,35+F,06/20/2010,1.0,AUTTWWUT,2.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10AUT02,50.0,0.0,0.0,1963.0,L,1.0,OpeF,06/27/2010,1.0,AUTTNEUA,2.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10AUT01,50.0,0.0,0.0,1963.0,L,2.0,35+F,06/20/2010,1.0,AUTTWWUT,2.00@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10IWWF02,49.5,0.0,0.0,1963.0,R,1.0,45+F,09/12/2010,2.0,ITA0701,1.50@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10E&A08,49.5,0.0,0.0,1963.0,R,1.0,45+F,09/12/2010,2.0,ITA0701,1.50@12.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10AUT02,44.5,0.0,0.0,1963.0,L,2.0,OpeF,06/27/2010,1.0,AUTTNEUA,2.50@13.000,55.0
 , , , , , , , , , , , , , , , 
GUBARENKO Olga,RUS,F,10AUT02,42.5,0.0,0.0,1963.0,L,3.0,OpeF,06/27/2010,1.0,AUTTNEUA,0.50@13.000,55.0
