Name,Country,sex,tour,sl,tr,ju,yob,class,round,date,site id
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09CAN54,0.0,0.0,61.3,1984.0,L,1.0,09/18/2009,CAN3925
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09GBR17,0.0,0.0,63.1,1985.0,L,2.0,08/27/2009,GBRHAZEL
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09GBR17,0.0,0.0,62.3,1985.0,L,3.0,08/27/2009,GBRHAZEL
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09GBR17,0.0,0.0,66.5,1985.0,L,4.0,08/27/2009,GBRHAZEL
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09GBR19,0.0,0.0,55.2,1985.0,R,1.0,08/30/2009,GBRLIQUI
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09GBR19,0.0,0.0,65.4,1985.0,R,2.0,08/30/2009,GBRLIQUI
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09C067P,0.0,0.0,61.5,1984.0,R,1.0,06/06/2009,USAC0071
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10S050R,0.0,0.0,66.6,1984.0,R,1.0,10/11/2009,USAS0001
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10S050R,0.0,0.0,64.0,1984.0,R,2.0,10/11/2009,USAS0001
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10S050R,0.0,0.0,61.7,1984.0,R,3.0,10/11/2009,USAS0001
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10S030R,0.0,0.0,59.7,1984.0,L,1.0,10/04/2009,USAS0355
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10S030R,0.0,0.0,63.6,1984.0,L,2.0,10/04/2009,USAS0355
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09S999A,0.0,0.0,65.3,1984.0,R,1.0,08/15/2009,USAS0364
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09S999A,0.0,5420.0,0.0,1984.0,R,1.0,08/15/2009,USAS0364
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09S999A,51.0,0.0,0.0,1984.0,R,1.0,08/15/2009,USAS0364
KINNEY Brian,USA,M,09S999A,51.0,5420.0,65.3,1984.0,R,1.0,08/15/2009,USAS0364
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W134R,0.0,0.0,63.9,1984.0,L,1.0,07/12/2009,USAW0439
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W134R,0.0,6300.0,0.0,1984.0,L,1.0,07/12/2009,USAW0439
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W134R,55.5,0.0,0.0,1984.0,L,1.0,07/12/2009,USAW0439
KINNEY Brian,USA,M,09W134R,55.5,6300.0,63.9,1984.0,L,1.0,07/12/2009,USAW0439
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W134R,0.0,0.0,61.9,1984.0,L,2.0,07/12/2009,USAW0439
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W134R,55.0,0.0,0.0,1984.0,L,2.0,07/12/2009,USAW0439
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W131B,0.0,0.0,60.4,1984.0,R,1.0,07/24/2009,USAW0460
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W131B,0.0,5500.0,0.0,1984.0,R,1.0,07/24/2009,USAW0460
 , , , , , , , , , , , 
KINNEY Brian,USA,M,09W131B,56.0,0.0,0.0,1984.0,R,1.0,07/24/2009,USAW0460
KINNEY Brian,USA,M,09W131B,56.0,5500.0,60.4,1984.0,R,1.0,07/24/2009,USAW0460
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10W039R,0.0,0.0,63.0,1984.0,L,1.0,09/06/2009,USAW0473
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10W039R,56.0,0.0,0.0,1984.0,L,1.0,09/06/2009,USAW0473
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10W039R,0.0,0.0,62.0,1984.0,L,2.0,09/06/2009,USAW0473
 , , , , , , , , , , , 
KINNEY Brian,USA,M,10W039R,55.0,0.0,0.0,1984.0,L,2.0,09/06/2009,USAW0473
