Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
BOZICEVIC Mark,USA,M,09S085R,56.0,0,0.0,1951,R,1,M5,05/03/2009,2,USAS0364,2.00@11.250,55
BOZICEVIC Mark,USA,M,09S085R,56.0,0,0.0,1951,R,2,M5,05/03/2009,2,USAS0364,2.00@11.250,55
BOZICEVIC Mark,USA,M,09S085R,52.0,0,0.0,1951,R,3,M5,05/03/2009,2,USAS0364,4.00@12.000,55
BURT Patricia,USA,F,09S085R,47.0,0,0.0,1973,R,1,W3,05/03/2009,1,USAS0364,5.00@13.000,55
BURT Patricia,USA,F,09S085R,38.0,0,0.0,1973,R,2,W3,05/03/2009,1,USAS0364,2.00@14.250,55
BURT Patricia,USA,F,09S085R,45.0,0,0.0,1973,R,3,W3,05/03/2009,1,USAS0364,3.00@13.000,55
CLARK Roger,USA,M,09S085R,43.5,0,0.0,1953,R,1,M5,05/03/2009,4,USAS0364,1.50@13.000,55
CLARK Roger,USA,M,09S085R,48.5,0,0.0,1953,R,2,M5,05/03/2009,4,USAS0364,0.50@12.000,55
COX Brad,USA,M,09S085R,45.0,0,0.0,1968,R,1,M3,05/03/2009,4,USAS0364,3.00@13.000,55
COX Brad,USA,M,09S085R,46.0,0,0.0,1968,R,2,M3,05/03/2009,4,USAS0364,4.00@13.000,55
COX Brad,USA,M,09S085R,41.0,0,0.0,1968,R,3,M3,05/03/2009,4,USAS0364,5.00@14.250,55
CROATTI Aimee,USA,F,09S085R,38.0,0,0.0,1969,R,1,W3,05/03/2009,2,USAS0364,2.00@14.250,55
CROATTI Aimee,USA,F,09S085R,49.0,0,0.0,1969,R,2,W3,05/03/2009,2,USAS0364,1.00@12.000,55
CUTTING Phil,USA,M,09S085R,54.5,0,0.0,1954,R,1,M5,05/03/2009,1,USAS0364,0.50@11.250,55
CUTTING Phil,USA,M,09S085R,56.0,0,0.0,1954,R,2,M5,05/03/2009,1,USAS0364,2.00@11.250,55
CUTTING Phil,USA,M,09S085R,57.5,0,0.0,1954,R,3,M5,05/03/2009,1,USAS0364,3.50@11.250,55
DUMALA Michael,USA,M,09S085R,52.0,0,0.0,1964,R,1,M3,05/03/2009,3,USAS0364,4.00@12.000,55
DUMALA Michael,USA,M,09S085R,49.5,0,0.0,1964,R,2,M3,05/03/2009,3,USAS0364,1.50@12.000,55
DUMALA Michael,USA,M,09S085R,38.5,0,0.0,1964,R,3,M3,05/03/2009,3,USAS0364,2.50@14.250,55
ECKSTEIN Lowell,USA,M,09S085R,45.5,0,0.0,1958,R,1,M4,05/03/2009,2,USAS0364,3.50@13.000,55
ECKSTEIN Lowell,USA,M,09S085R,52.5,0,0.0,1958,R,2,M4,05/03/2009,2,USAS0364,4.50@12.000,55
ECKSTEIN Lowell,USA,M,09S085R,39.5,0,0.0,1958,R,3,M4,05/03/2009,2,USAS0364,3.50@14.250,55
EHRENBERG Michael,USA,M,09S085R,50.5,0,0.0,1964,R,1,M3,05/03/2009,1,USAS0364,2.50@12.000,55
EHRENBERG Michael,USA,M,09S085R,47.0,0,0.0,1964,R,2,M3,05/03/2009,1,USAS0364,5.00@13.000,55
EHRENBERG Michael,USA,M,09S085R,50.0,0,0.0,1964,R,3,M3,05/03/2009,1,USAS0364,2.00@12.000,55
GOMEZ BALLESTEROS Ignacio,MEX,M,09S085R,50.5,0,0.0,1992,R,1,B3,05/03/2009,1,USAS0364,2.50@12.000,58
GOMEZ BALLESTEROS Ignacio,MEX,M,09S085R,38.5,0,0.0,1992,R,2,B3,05/03/2009,1,USAS0364,2.50@14.250,58
GOMEZ BALLESTEROS Ignacio,MEX,M,09S085R,49.0,0,0.0,1992,R,3,B3,05/03/2009,1,USAS0364,1.00@12.000,58
HICKEY Ed,USA,M,09S085R,63.0,0,0.0,1952,R,1,MM,05/03/2009,2,USAS0364,3.00@10.750,55
HICKEY Ed,USA,M,09S085R,59.0,0,0.0,1952,R,2,MM,05/03/2009,2,USAS0364,5.00@11.250,55
HICKEY Ed,USA,M,09S085R,56.5,0,0.0,1952,R,3,MM,05/03/2009,2,USAS0364,2.50@11.250,55
HUSTON Tim,USA,M,09S085R,50.5,0,0.0,1960,R,1,MM,05/03/2009,4,USAS0364,2.50@12.000,55
HUSTON Tim,USA,M,09S085R,56.5,0,0.0,1960,R,2,MM,05/03/2009,4,USAS0364,2.50@11.250,55
HUSTON Tim,USA,M,09S085R,62.0,0,0.0,1960,R,3,MM,05/03/2009,4,USAS0364,2.00@10.750,55
KEPCHIA Jeffrey,USA,M,09S085R,57.5,0,0.0,1966,R,1,MM,05/03/2009,3,USAS0364,3.50@11.250,55
KEPCHIA Jeffrey,USA,M,09S085R,59.0,0,0.0,1966,R,2,MM,05/03/2009,3,USAS0364,5.00@11.250,55
KEPCHIA Jeffrey,USA,M,09S085R,62.0,0,0.0,1966,R,3,MM,05/03/2009,3,USAS0364,2.00@10.750,55
KREIS Brian,USA,M,09S085R,49.5,0,0.0,1968,R,1,M3,05/03/2009,2,USAS0364,1.50@12.000,55
KREIS Brian,USA,M,09S085R,50.0,0,0.0,1968,R,2,M3,05/03/2009,2,USAS0364,2.00@12.000,55
KREIS Brian,USA,M,09S085R,45.5,0,0.0,1968,R,3,M3,05/03/2009,2,USAS0364,3.50@13.000,55
KRIGBAUM Stephen,USA,M,09S085R,56.5,0,0.0,1957,R,1,M4,05/03/2009,1,USAS0364,2.50@11.250,55
KRIGBAUM Stephen,USA,M,09S085R,57.0,0,0.0,1957,R,2,M4,05/03/2009,1,USAS0364,3.00@11.250,55
KRIGBAUM Stephen,USA,M,09S085R,50.5,0,0.0,1957,R,3,M4,05/03/2009,1,USAS0364,2.50@12.000,55
LATHROP Becky,USA,F,09S085R,33.0,0,0.0,1960,R,1,W4,05/03/2009,2,USAS0364,3.00@16.000,55
LATHROP Becky,USA,F,09S085R,0.0,0,0.0,1960,R,2,W4,05/03/2009,2,USAS0364,4.00@23.000,55
LINDSEY Laurie,USA,F,09S085R,51.0,0,0.0,1963,R,1,W4,05/03/2009,1,USAS0364,3.00@12.000,55
LINDSEY Laurie,USA,F,09S085R,49.0,0,0.0,1963,R,2,W4,05/03/2009,1,USAS0364,1.00@12.000,55
LINDSEY Laurie,USA,F,09S085R,51.0,0,0.0,1963,R,3,W4,05/03/2009,1,USAS0364,3.00@12.000,55
LUZORO Joe,USA,M,09S085R,45.0,0,0.0,1955,R,1,M5,05/03/2009,3,USAS0364,3.00@13.000,55
LUZORO Joe,USA,M,09S085R,49.0,0,0.0,1955,R,2,M5,05/03/2009,3,USAS0364,1.00@12.000,55
MCCLINTOCK Jason,CAN,M,09S085R,67.5,0,0.0,1987,R,1,OM,05/03/2009,1,USAS0364,1.50@10.250,58
