Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
MOORE Brian,USA,M,10M999A,55.5,0.0,0.0,1975.0,R,1.0,OM,08/14/2010,15.0,USAM0156,1.50@11.250,58.0
 , , , , , , , , , , , , , , , 
MOORE Brian,USA,M,10M159P,55.0,0.0,0.0,1975.0,L,1.0,OM,08/07/2010,23.0,USAM0709,1.00@11.250,58.0
 , , , , , , , , , , , , , , , 
MOORE Brian,USA,M,10M159P,56.5,0.0,0.0,1975.0,L,2.0,OM,08/07/2010,23.0,USAM0709,2.50@11.250,58.0
 , , , , , , , , , , , , , , , 
MOORE Brian,USA,M,10W074B,42.0,0.0,0.0,1975.0,R,1.0,OM,07/24/2010,4.0,USAW0463,6.00@14.250,58.0
 , , , , , , , , , , , , , , , 
MOORE Brian,USA,M,11W038R,57.5,0.0,0.0,1975.0,R,1.0,OM,09/19/2010,25.0,USAW0499,3.50@11.250,58.0
 , , , , , , , , , , , , , , , 
MOORE Brian,USA,M,11W038R,49.5,0.0,0.0,1975.0,R,2.0,OM,09/19/2010,25.0,USAW0499,1.50@12.000,58.0
