Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
BRAY Lee,AUS,M,09AUS308,50.0,0,0.0,1978,L,2,O21M,03/16/2009,3,AUS3025,2.00@12.000,58.0
CARROLL Jacinta,AUS,F,09AUS308,0.0,0,39.7,1992,L,1,OW,03/15/2009,1,AUS3025,0.255,54.0
CARROLL Jacinta,AUS,F,09AUS308,0.0,4250,0.0,1992,L,1,OW,03/15/2009,2,AUS3025, , 
CARROLL Jacinta,AUS,F,09AUS308,0.0,0,37.4,1992,L,2,OW,03/16/2009,1,AUS3025,0.255,54.0
CORNALE Peter,AUS,M,09AUS308,48.0,0,0.0,1971,L,1,OM,03/15/2009,0,AUS3025,0.00@12.000,58.0
CORNALE Peter,AUS,M,09AUS308,49.5,0,0.0,1971,L,2,OM,03/16/2009,0,AUS3025,1.50@12.000,58.0
KUPINIC Adrian,AUS,M,09AUS308,0.0,0,40.0,1975,L,2,O21M,03/16/2009,1,AUS3025,0.235,57.0
LAWN David,AUS,M,09AUS308,49.0,0,0.0,1976,L,1,O21M,03/15/2009,1,AUS3025,1.00@12.000,58.0
LEFEBVRE James,AUS,M,09AUS308,49.5,0,0.0,1978,L,1,OM,03/15/2009,3,AUS3025,1.50@12.000,58.0
LEFEBVRE James,AUS,M,09AUS308,0.0,0,40.5,1978,L,2,OM,03/16/2009,2,AUS3025,0.271,57.0
MARTIN Tim,AUS,M,09AUS308,44.0,0,0.0,1990,L,1,U21M,03/15/2009,1,AUS3025,2.00@13.000,58.0
MARTIN Tim,AUS,M,09AUS308,44.5,0,0.0,1990,L,2,U21M,03/16/2009,1,AUS3025,2.50@13.000,58.0
MCMILLAN Gavin,AUS,M,09AUS308,0.0,0,47.9,1977,L,1,OM,03/15/2009,1,AUS3025,0.271,57.0
MCMILLAN Gavin,AUS,M,09AUS308,56.0,0,0.0,1977,L,1,OM,03/15/2009,1,AUS3025,2.00@11.250,58.0
MCMILLAN Gavin,AUS,M,09AUS308,0.0,0,49.9,1977,L,2,OM,03/16/2009,1,AUS3025,0.271,57.0
MCMILLAN Gavin,AUS,M,09AUS308,50.5,0,0.0,1977,L,2,OM,03/16/2009,1,AUS3025,2.50@12.000,58.0
POLLOCK Alexander,AUS,M,09AUS308,49.5,0,0.0,1991,L,1,U17B,03/15/2009,1,AUS3025,1.50@12.000,58.0
POLLOCK Alexander,AUS,M,09AUS308,42.5,0,0.0,1991,L,2,U17B,03/16/2009,1,AUS3025,0.50@13.000,58.0
REID Tim,AUS,M,09AUS308,46.0,0,0.0,1979,L,1,O21M,03/15/2009,4,AUS3025,4.00@13.000,58.0
SCHMIDT Brent,AUS,M,09AUS308,0.0,6260,0.0,1983,L,1,O21M,03/15/2009,1,AUS3025, , 
SCHMIDT Brent,AUS,M,09AUS308,50.0,0,0.0,1983,L,1,O21M,03/15/2009,2,AUS3025,2.00@12.000,58.0
SCHMIDT Cain,AUS,M,09AUS308,44.0,0,0.0,1976,L,2,O21M,03/16/2009,5,AUS3025,2.00@13.000,58.0
