Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
LA VILLEGUERIN Yves,FRA,M,11FRA037,44.0,0.0,0.0,1959.0,L,1.0,AllM,09/11/2011,19.0,FRA3308,2.00@13.000,55.0
 , , , , , , , , , , , , , , , 
LA VILLEGUERIN Yves,FRA,M,11FRA037,46.0,0.0,0.0,1959.0,L,2.0,AllM,09/11/2011,19.0,FRA3308,4.00@13.000,55.0
 , , , , , , , , , , , , , , , 
LA VILLEGUERIN Yves,FRA,M,11FRA037,37.0,0.0,0.0,1959.0,L,3.0,AllM,09/11/2011,19.0,FRA3308,1.00@14.250,55.0
 , , , , , , , , , , , , , , , 
LA VILLEGUERIN Yves,FRA,M,11FRA037,40.0,0.0,0.0,1959.0,L,4.0,AllM,09/11/2011,19.0,FRA3308,4.00@14.250,55.0
 , , , , , , , , , , , , , , , 
LA VILLEGUERIN Yves,FRA,M,11FRA044,34.5,0.0,0.0,1959.0,L,2.0,AllM,10/09/2011,17.0,FRA3002,4.50@16.000,55.0
 , , , , , , , , , , , , , , , 
LA VILLEGUERIN Yves,FRA,M,11FRA044,45.0,0.0,0.0,1959.0,L,3.0,AllM,10/09/2011,17.0,FRA3002,3.00@13.000,55.0
