Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
JAMES Tommy,USA,M,11S139B,53.0,0.0,0.0,1975.0,L,1.0,M3,07/30/2011,13.0,USAS0288,5.00@12.000,55.0
 , , , , , , , , , , , , , , , 
JAMES Tommy,USA,M,11M999A,44.0,0.0,0.0,1975.0,L,1.0,M3,08/13/2011,30.0,USAM0156,2.00@13.000,55.0
 , , , , , , , , , , , , , , , 
JAMES Tommy,USA,M,11M999A,0.0,0.0,48.0,1975.0,L,1.0,MM,08/13/2011,2.0,USAM0156,0.255,57.0
 , , , , , , , , , , , , , , , 
JAMES Tommy,USA,M,12S059L,0.0,0.0,47.4,1975.0,L,1.0,MM,09/18/2011,1.0,USAS0740,0.255,57.0
 , , , , , , , , , , , , , , , 
JAMES Tommy,USA,M,11S139B,0.0,0.0,46.9,1975.0,L,1.0,MM,07/30/2011,1.0,USAS0288,0.255,54.0
 , , , , , , , , , , , , , , , 
JAMES Tommy,USA,M,12S059L,0.0,0.0,41.8,1975.0,L,2.0,MM,09/18/2011,1.0,USAS0740,0.255,57.0
