Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10GRE09,40.0,0.0,0.0,1942.0,L,3.0,55+M,09/26/2010,2.0,GREPHELI,4.00@14.250,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10FRA21,39.5,0.0,0.0,1942.0,L,2.0,All,09/05/2010,47.0,FRA7710,3.50@14.250,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10FRA21,37.0,0.0,0.0,1942.0,L,1.0,All,09/05/2010,47.0,FRA7710,1.00@14.250,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10FRA21,36.0,0.0,0.0,1942.0,L,3.0,All,09/05/2010,47.0,FRA7710,0.00@14.250,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10E&A08,34.0,0.0,0.0,1942.0,R,1.0,55+M,09/12/2010,20.0,ITA0701,4.00@16.000,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10IWWF02,34.0,0.0,0.0,1942.0,R,1.0,55+M,09/12/2010,31.0,ITA0701,4.00@16.000,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10GBR08,32.5,0.0,0.0,1942.0,L,2.0,65+M,08/15/2010,2.0,GBRSOUTH,2.50@16.000,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10GBR12,31.5,0.0,0.0,1942.0,L,1.0,AllD1,08/29/2010,41.0,GBRPRINC,1.50@16.000,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10GRE09,31.5,0.0,0.0,1942.0,L,2.0,55+M,09/26/2010,2.0,GREPHELI,1.50@16.000,55.0
 , , , , , , , , , , , , , , , 
NEWBY-RICCI Anthony,GBR,M,10GRE09,26.5,0.0,0.0,1942.0,L,1.0,55+M,09/26/2010,2.0,GREPHELI,2.50@18.250,55.0
NEWBY-RICCI Anthony,GBR,M,10GBR08,0.0,0.0,0.0,1942.0,L,1.0,65+M,08/15/2010,2.0,GBRSOUTH,4.50@18.250,40.0
NEWBY-RICCI Anthony,GBR,M,10GBR07,0.0,0.0,0.0,1942.0,L,2.0,65+M,08/13/2010,4.0,GBRSOUTH,3.00@18.250,40.0
NEWBY-RICCI Anthony,GBR,M,10GBR12,0.0,0.0,0.0,1942.0,L,2.0,AllD1,08/29/2010,41.0,GBRPRINC,1.50@18.250,37.0
NEWBY-RICCI Anthony,GBR,M,10GBR12,0.0,0.0,0.0,1942.0,L,3.0,AllD1,08/29/2010,41.0,GBRPRINC,3.00@18.250,37.0
NEWBY-RICCI Anthony,GBR,M,10GBR07,0.0,0.0,0.0,1942.0,L,1.0,65+M,08/13/2010,4.0,GBRSOUTH,4.50@18.250,40.0
