Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C050R,56.5,0.0,0.0,1962.0,L,1.0,M4,06/11/2011,3.0,USAC0004,2.50@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C050R,54.5,0.0,0.0,1962.0,L,2.0,M4,06/11/2011,3.0,USAC0004,0.50@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C051R,57.0,0.0,0.0,1962.0,L,1.0,M4,06/13/2011,2.0,USAC0004,3.00@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C051R,62.0,0.0,0.0,1962.0,L,2.0,M4,06/13/2011,2.0,USAC0004,2.00@10.750,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C044R,54.5,0.0,0.0,1962.0,L,1.0,MM,06/04/2011,8.0,USAC0011,0.50@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C044R,59.5,0.0,0.0,1962.0,L,2.0,MM,06/04/2011,8.0,USAC0011,5.50@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C045R,61.0,0.0,0.0,1962.0,L,1.0,MM,06/05/2011,6.0,USAC0011,1.00@10.750,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C045R,57.5,0.0,0.0,1962.0,L,2.0,MM,06/05/2011,6.0,USAC0011,3.50@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C074L,60.5,0.0,0.0,1962.0,L,1.0,M4,06/26/2011,1.0,USAC0050,0.50@10.750,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11C074L,62.0,0.0,0.0,1962.0,L,2.0,M4,06/26/2011,1.0,USAC0050,2.00@10.750,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,11M999A,56.0,0.0,0.0,1962.0,L,1.0,M4,08/13/2011,17.0,USAM0156,2.00@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,12M029R,63.0,0.0,0.0,1962.0,L,1.0,MM,08/28/2011,11.0,USAM0499,3.00@10.750,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,12M029R,50.5,0.0,0.0,1962.0,L,2.0,MM,08/28/2011,11.0,USAM0499,2.50@12.000,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,12S018R,58.5,0.0,0.0,1962.0,R,1.0,M4,09/24/2011,15.0,USAS0364,4.50@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,12S018R,59.0,0.0,0.0,1962.0,R,2.0,M4,09/24/2011,15.0,USAS0364,5.00@11.250,55.0
 , , , , , , , , , , , , , , , 
KUYKENDALL R greg,USA,M,12S023R,61.0,0.0,0.0,1962.0,L,1.0,MM,09/25/2011,3.0,USAS0364,1.00@10.750,55.0
