Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07E062R,51.5,0.0,0.0,89.0,L,1.0,B3,07/15/2007,2.0,USAE0087,3.50@12.000,58.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07E062R,55.5,0.0,0.0,89.0,L,2.0,B3,07/15/2007,2.0,USAE0087,1.50@11.250,58.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07E062R,51.5,0.0,0.0,89.0,L,3.0,B3,07/15/2007,2.0,USAE0087,3.50@12.000,58.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07E064B,48.5,0.0,0.0,89.0,L,1.0,B3,08/04/2007,5.0,USAE0110,0.50@12.000,58.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07S104R,49.5,0.0,0.0,89.0,R,1.0,B3,07/07/2007,1.0,USAS0347,1.50@12.000,58.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07S104R,51.0,0.0,0.0,89.0,R,2.0,B3,07/07/2007,1.0,USAS0347,3.00@12.000,58.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07S104R,52.5,0.0,0.0,89.0,R,3.0,B3,07/07/2007,1.0,USAS0347,4.50@12.000,58.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07W999A,0.0,0.0,43.0,89.0,L,1.0,B3,08/18/2007,9.0,USAW0398,0.255,51.0
 , , , , , , , , , , , , , , , 
PAULOVICH Jonathan,USA,M,07W999A,53.5,0.0,0.0,89.0,L,1.0,B3,08/18/2007,8.0,USAW0398,5.50@12.000,58.0
