Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS312,53.0,0.0,0.0,1971.0,L,1.0,OpeM,01/08/2012,1.0,AUS3035,5.00@12.000,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS312,55.0,0.0,0.0,1971.0,L,1.0,O21M,01/08/2012,2.0,AUS3035,1.00@11.250,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS312,52.5,0.0,0.0,1971.0,L,2.0,O21M,01/08/2012,2.0,AUS3035,4.50@12.000,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS107,46.5,0.0,0.0,1971.0,L,1.0,OpeM,01/29/2012,4.0,AUS3005,4.50@13.000,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS107,50.5,0.0,0.0,1971.0,L,2.0,OpeM,01/29/2012,4.0,AUS3005,2.50@12.000,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS319,56.0,0.0,0.0,1971.0,L,1.0,AllD1,02/05/2012,1.0,AUS3010,2.00@11.250,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS319,55.5,0.0,0.0,1971.0,L,2.0,AllD1,02/05/2012,1.0,AUS3010,1.50@11.250,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS319,57.0,0.0,0.0,1971.0,L,3.0,AllD1,02/05/2012,1.0,AUS3010,3.00@11.250,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS319,50.0,0.0,0.0,1971.0,L,4.0,AllD1,02/05/2012,1.0,AUS3010,2.00@12.000,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS327,60.5,0.0,0.0,1971.0,L,1.0,O21M,02/19/2012,1.0,AUS3035,0.50@10.750,55.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS327,57.0,0.0,0.0,1971.0,L,2.0,O21M,02/19/2012,1.0,AUS3035,3.00@11.250,55.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS327,62.0,0.0,0.0,1971.0,L,3.0,O21M,02/19/2012,1.0,AUS3035,2.00@10.750,55.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS327,56.5,0.0,0.0,1971.0,L,4.0,O21M,02/19/2012,1.0,AUS3035,2.50@11.250,55.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS325,57.0,0.0,0.0,1971.0,L,1.0,O35M,03/11/2012,6.0,AUS3030,3.00@11.250,55.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS325,56.5,0.0,0.0,1971.0,L,2.0,O35M,03/11/2012,6.0,AUS3030,2.50@11.250,55.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS328,55.5,0.0,0.0,1971.0,L,1.0,OM,03/25/2012,2.0,AUS3025,1.50@11.250,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS328,54.5,0.0,0.0,1971.0,L,2.0,OM,03/25/2012,2.0,AUS3025,0.50@11.250,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS101,58.0,0.0,0.0,1971.0,L,1.0,OpeM,04/09/2012,4.0,AUS3025,4.00@11.250,58.0
 , , , , , , , , , , , , , , , 
CORNALE Peter,AUS,M,12AUS101,57.0,0.0,0.0,1971.0,L,2.0,OpeM,04/09/2012,4.0,AUS3025,3.00@11.250,58.0
