Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
SNYDER Klay,CAN,M,10CAN02,51.0,0.0,0.0,1957.0,L,1.0,M4,07/04/2010,1.0,CAN7688,3.00@12.000,55.0
 , , , , , , , , , , , , , , , 
SNYDER Klay,CAN,M,10CAN02,56.0,0.0,0.0,1957.0,L,2.0,M4,07/04/2010,1.0,CAN7688,2.00@11.250,55.0
 , , , , , , , , , , , , , , , 
SNYDER Klay,CAN,M,10CAN01,45.5,0.0,0.0,1957.0,L,1.0,M4,07/03/2010,3.0,CAN7867,3.50@13.000,55.0
 , , , , , , , , , , , , , , , 
SNYDER Klay,CAN,M,10CAN01,50.5,0.0,0.0,1957.0,L,2.0,M4,07/03/2010,3.0,CAN7867,2.50@12.000,55.0
 , , , , , , , , , , , , , , , 
SNYDER Klay,CAN,M,10CAN01,50.0,0.0,0.0,1957.0,L,3.0,M4,07/03/2010,3.0,CAN7867,2.00@12.000,55.0
