Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
BARBER Mitchell,AUS,M,09AUS103,51.5,0.0,0.0,1988.0,L,2.0,U21M,01/27/2009,1.0,AUS2005,3.50@12.000,58.0
 , , , , , , , , , , , , , , , 
BARBER Mitchell,AUS,M,09AUS201,53.0,0.0,0.0,1988.0,L,1.0,OM,11/22/2008,4.0,AUS2005,5.00@12.000,58.0
 , , , , , , , , , , , , , , , 
BARBER Mitchell,AUS,M,09AUS201,50.0,0.0,0.0,1988.0,L,2.0,OM,11/23/2008,4.0,AUS2005,2.00@12.000,58.0
 , , , , , , , , , , , , , , , 
BARBER Mitchell,AUS,M,09AUS220,54.5,0.0,0.0,1988.0,L,1.0,OM,05/04/2009,4.0,AUS2020,0.50@11.250,58.0
 , , , , , , , , , , , , , , , 
BARBER Mitchell,AUS,M,09AUS220,49.5,0.0,0.0,1988.0,L,2.0,OM,05/04/2009,4.0,AUS2020,1.50@12.000,58.0
 , , , , , , , , , , , , , , , 
BARBER Mitchell,AUS,M,09AUS312,44.5,0.0,0.0,1988.0,R,2.0,OM,03/11/2008,0.0,AUS3030,2.50@13.000,58.0
