Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,10C055R,50.5,0.0,0.0,1959.0,L,1.0,M4,06/27/2010,7.0,USAC0070,2.50@12.000,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,10C055R,52.0,0.0,0.0,1959.0,L,2.0,M4,06/27/2010,7.0,USAC0070,4.00@12.000,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,10S170R,55.0,0.0,0.0,1959.0,L,1.0,M4,06/12/2010,8.0,USAS0378,1.00@11.250,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,10S170R,50.5,0.0,0.0,1959.0,L,2.0,M4,06/12/2010,8.0,USAS0378,2.50@12.000,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,11S031R,57.0,0.0,0.0,1959.0,L,1.0,M4,09/26/2010,10.0,USAS0378,3.00@11.250,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,11S031R,56.0,0.0,0.0,1959.0,L,2.0,M4,09/26/2010,10.0,USAS0378,2.00@11.250,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,11S064R,54.5,0.0,0.0,1959.0,R,1.0,M4,09/25/2010,6.0,USAS0378,0.50@11.250,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,11S064R,58.0,0.0,0.0,1959.0,R,2.0,M4,09/25/2010,6.0,USAS0378,4.00@11.250,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,11W024L,54.5,0.0,0.0,1959.0,L,1.0,M4,08/24/2010,1.0,USAW0460,0.50@11.250,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,11W024L,57.0,0.0,0.0,1959.0,L,2.0,M4,08/24/2010,1.0,USAW0460,3.00@11.250,55.0
 , , , , , , , , , , , , , , , 
TREAT Sandy,USA,M,10W074B,55.0,0.0,0.0,1959.0,L,1.0,M4,07/24/2010,9.0,USAW0463,1.00@11.250,55.0
