Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
BURT Patricia,USA,F,06S102R,55.0,0.0,0.0,73.0,L,1.0,W2,06/28/2006,1.0,USAS0364,1.00@11.250,55.0
 , , , , , , , , , , , , , , , 
BURT Patricia,USA,F,06S102R,51.0,0.0,0.0,73.0,L,2.0,W2,06/28/2006,1.0,USAS0364,3.00@12.000,55.0
 , , , , , , , , , , , , , , , 
BURT Patricia,USA,F,06S068B,47.5,0.0,0.0,73.0,L,1.0,W2,07/30/2006,1.0,USAS0330,5.50@13.000,55.0
 , , , , , , , , , , , , , , , 
BURT Patricia,USA,F,07S028R,49.0,0.0,0.0,73.0,R,2.0,W2,09/14/2006,1.0,USAS0364,1.00@12.000,55.0
 , , , , , , , , , , , , , , , 
BURT Patricia,USA,F,07S028R,48.5,0.0,0.0,73.0,R,3.0,W2,09/14/2006,1.0,USAS0364,0.50@12.000,55.0
 , , , , , , , , , , , , , , , 
BURT Patricia,USA,F,07S012R,52.0,0.0,0.0,73.0,R,3.0,W2,10/08/2006,1.0,USAS0286,4.00@12.000,55.0
