Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
SAIGOT Eric,FRA,M,11FRA005,50.5,0.0,0.0,1963.0,L,1.0,All,06/13/2011,22.0,FRA7708,2.50@12.000,55.0
 , , , , , , , , , , , , , , , 
SAIGOT Eric,FRA,M,11FRA005,42.0,0.0,0.0,1963.0,L,2.0,All,06/13/2011,22.0,FRA7708,0.00@13.000,55.0
 , , , , , , , , , , , , , , , 
SAIGOT Eric,FRA,M,11FRA005,49.5,0.0,0.0,1963.0,L,3.0,All,06/13/2011,22.0,FRA7708,1.50@12.000,55.0
 , , , , , , , , , , , , , , , 
SAIGOT Eric,FRA,M,11FRA019,45.5,0.0,0.0,1963.0,L,1.0,All,07/17/2011,13.0,FRA2701,3.50@13.000,55.0
 , , , , , , , , , , , , , , , 
SAIGOT Eric,FRA,M,11FRA019,49.5,0.0,0.0,1963.0,L,2.0,All,07/17/2011,13.0,FRA2701,1.50@12.000,55.0
