Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE005,25.0,0.0,0.0,1957.0,L,1.0,35+M,09/30/2012,22.0,GREALIAR,1.00@18.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE005,25.0,0.0,0.0,1957.0,L,1.0,35+M,09/30/2012,22.0,GREALIAR,1.00@18.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE005,40.0,0.0,0.0,1957.0,L,2.0,35+M,09/30/2012,22.0,GREALIAR,4.00@14.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE005,40.0,0.0,0.0,1957.0,L,2.0,35+M,09/30/2012,22.0,GREALIAR,4.00@14.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE005,34.5,0.0,0.0,1957.0,L,3.0,35+M,09/30/2012,22.0,GREALIAR,4.50@16.000,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE005,34.5,0.0,0.0,1957.0,L,3.0,35+M,09/30/2012,22.0,GREALIAR,4.50@16.000,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE007,29.5,0.0,0.0,1957.0,L,1.0,45+M,07/01/2012,8.0,GREKOZAN,5.50@18.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE007,29.5,0.0,0.0,1957.0,L,1.0,45+M,07/01/2012,8.0,GREKOZAN,5.50@18.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE007,27.5,0.0,0.0,1957.0,L,2.0,45+M,07/01/2012,8.0,GREKOZAN,3.50@18.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE007,27.5,0.0,0.0,1957.0,L,2.0,45+M,07/01/2012,8.0,GREKOZAN,3.50@18.250,55.0
MODIANO Johnny,GRE,M,12GRE007,0.0,0.0,0.0,1957.0,L,3.0,45+M,07/01/2012,8.0,GREKOZAN,4.00@18.250,43.0
MODIANO Johnny,GRE,M,12GRE007,0.0,0.0,0.0,1957.0,L,3.0,45+M,07/01/2012,8.0,GREKOZAN,4.00@18.250,43.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE001,39.0,0.0,0.0,1957.0,L,1.0,45+M,06/10/2012,4.0,GREPOROS,3.00@14.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE001,27.5,0.0,0.0,1957.0,L,2.0,45+M,06/10/2012,4.0,GREPOROS,3.50@18.250,55.0
 , , , , , , , , , , , , , , , 
MODIANO Johnny,GRE,M,12GRE001,37.5,0.0,0.0,1957.0,L,3.0,45+M,06/10/2012,4.0,GREPOROS,1.50@14.250,55.0
