Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
SLATER Colin,GBR,M,10GBR07,43.0,0.0,0.0,1943.0,L,1.0,65+M,08/13/2010,1.0,GBRSOUTH,1.00@13.000,55.0
 , , , , , , , , , , , , , , , 
SLATER Colin,GBR,M,10GBR07,34.5,0.0,0.0,1943.0,L,2.0,65+M,08/13/2010,1.0,GBRSOUTH,4.50@16.000,55.0
 , , , , , , , , , , , , , , , 
SLATER Colin,GBR,M,10GBR08,38.0,0.0,0.0,1943.0,L,1.0,65+M,08/15/2010,1.0,GBRSOUTH,2.00@14.250,55.0
 , , , , , , , , , , , , , , , 
SLATER Colin,GBR,M,10GBR08,45.0,0.0,0.0,1943.0,L,2.0,65+M,08/15/2010,1.0,GBRSOUTH,3.00@13.000,55.0
 , , , , , , , , , , , , , , , 
SLATER Colin,GBR,M,10S087R,44.0,0.0,0.0,1943.0,L,1.0,S3,05/01/2010,1.0,USAS0273,2.00@13.000,55.0
SLATER Colin,GBR,M,10S087R,0.0,0.0,0.0,1943.0,L,2.0,S3,05/01/2010,1.0,USAS0273,3.50@18.250,43.0
