Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
DEFFORGE Alice,FRA,F,10FRA07,44.0,0.0,0.0,1990.0,L,1.0,All,10/31/2010,10.0,FRA0001,2.00@13.000,55.0
 , , , , , , , , , , , , , , , 
DEFFORGE Alice,FRA,F,10FRA04,49.0,0.0,0.0,1990.0,R,1.0,OpeF,07/25/2010,11.0,FRA3310,1.00@12.000,55.0
 , , , , , , , , , , , , , , , 
DEFFORGE Alice,FRA,F,10FRA15,56.0,0.0,0.0,1990.0,L,1.0,All,08/29/2010,13.0,FRA4706,2.00@11.250,55.0
 , , , , , , , , , , , , , , , 
DEFFORGE Alice,FRA,F,10FRA15,48.5,0.0,0.0,1990.0,L,2.0,All,08/29/2010,13.0,FRA4706,0.50@12.000,55.0
 , , , , , , , , , , , , , , , 
DEFFORGE Alice,FRA,F,10FRA15,48.5,0.0,0.0,1990.0,L,3.0,All,08/29/2010,13.0,FRA4706,0.50@12.000,55.0
 , , , , , , , , , , , , , , , 
DEFFORGE Alice,FRA,F,10FRA14,44.5,0.0,0.0,1990.0,R,1.0,All,07/11/2010,26.0,FRA8705,2.50@13.000,55.0
 , , , , , , , , , , , , , , , 
DEFFORGE Alice,FRA,F,10FRA14,50.0,0.0,0.0,1990.0,R,2.0,All,07/11/2010,26.0,FRA8705,2.00@12.000,55.0
