Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
ANDRACKI Dawid,POL,M,10POL06,0.0,0,34.1,1992,L,1,OpeM,07/31/2010,11,POLAUG1,0.255,54
ANDRACKI Dawid,POL,M,10POL06,0.0,0,34.5,1992,L,2,OpeM,07/31/2010,11,POLAUG1,0.255,54
BASINSKI Mikhail,BLR,M,10POL06,0.0,0,50.9,1991,L,1,OpeM,07/31/2010,4,POLAUG1,0.271,57
BASINSKI Mikhail,BLR,M,10POL06,0.0,0,48.4,1991,L,2,OpeM,07/31/2010,4,POLAUG1,0.271,57
BERNATOWICZ Krzystof,POL,M,10POL06,0.0,0,50.2,1986,L,1,OpeM,07/31/2010,6,POLAUG1,0.255,57
BERNATOWICZ Krzystof,POL,M,10POL06,0.0,0,48.3,1986,L,2,OpeM,07/31/2010,6,POLAUG1,0.255,57
BORYSEWICZ Kamil,POL,M,10POL06,0.0,0,37.0,1995,L,1,OpeM,07/31/2010,10,POLAUG1,0.255,51
BORYSEWICZ Kamil,POL,M,10POL06,0.0,0,37.4,1995,L,2,OpeM,07/31/2010,10,POLAUG1,0.255,51
DOVNAR Alexei,BLR,M,10POL06,0.0,0,0.0,1989,L,1,OpeM,07/31/2010,12,POLAUG1,0.00@0.255,57
GALINOWSKI Jan,POL,M,10POL06,0.0,0,50.6,1992,L,1,OpeM,07/31/2010,5,POLAUG1,0.271,57
GALINOWSKI Jan,POL,M,10POL06,0.0,0,49.3,1992,L,2,OpeM,07/31/2010,5,POLAUG1,0.271,57
HUGUES Piotr,POL,M,10POL06,0.0,0,43.3,1989,L,1,OpeM,07/31/2010,8,POLAUG1,0.255,57
HUGUES Piotr,POL,M,10POL06,0.0,0,40.8,1989,L,2,OpeM,07/31/2010,8,POLAUG1,0.255,57
JEPSEN Maj Lund,DEN,M,10POL06,0.0,0,40.7,1990,L,1,OpeM,07/31/2010,9,POLAUG1,0.255,57
JEPSEN Maj Lund,DEN,M,10POL06,0.0,0,42.8,1990,L,2,OpeM,07/31/2010,9,POLAUG1,0.255,57
LAZINSKAS Richardas,LTU,M,10POL06,0.0,0,52.3,1973,L,1,OpeM,07/31/2010,3,POLAUG1,0.255,57
LAZINSKAS Richardas,LTU,M,10POL06,0.0,0,52.6,1973,L,2,OpeM,07/31/2010,3,POLAUG1,0.255,57
MORENO DE CARLOS Alvaro,ESP,M,10POL06,0.0,0,58.8,1987,L,1,OpeM,07/31/2010,2,POLAUG1,0.271,57
MORENO DE CARLOS Alvaro,ESP,M,10POL06,0.0,0,59.4,1987,L,2,OpeM,07/31/2010,2,POLAUG1,0.271,57
RYANZIN Vladimir,RUS,M,10POL06,0.0,0,57.7,1975,L,1,OpeM,07/31/2010,1,POLAUG1,0.271,57
RYANZIN Vladimir,RUS,M,10POL06,0.0,0,59.6,1975,L,2,OpeM,07/31/2010,1,POLAUG1,0.271,57
TRADS HAUGAARD Sebastian,DEN,M,10POL06,0.0,0,44.3,1991,L,1,OpeM,07/31/2010,7,POLAUG1,0.255,57
TRADS HAUGAARD Sebastian,DEN,M,10POL06,0.0,0,43.5,1991,L,2,OpeM,07/31/2010,7,POLAUG1,0.255,57
