Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
ROVETTA Andrea,ITA,M,11ITA003,51.5,0.0,0.0,1964.0,R,2.0,35+M,07/03/2011,5.0,ITA00011,3.50@12.000,55.0
 , , , , , , , , , , , , , , , 
ROVETTA Andrea,ITA,M,11ITA003,50.5,0.0,0.0,1964.0,R,3.0,35+M,07/03/2011,5.0,ITA00011,2.50@12.000,55.0
 , , , , , , , , , , , , , , , 
ROVETTA Andrea,ITA,M,11ITA012,50.0,0.0,0.0,1964.0,L,1.0,35+M,09/11/2011,4.0,ITA00009,2.00@12.000,55.0
 , , , , , , , , , , , , , , , 
ROVETTA Andrea,ITA,M,11ITA012,50.0,0.0,0.0,1964.0,L,3.0,35+M,09/11/2011,4.0,ITA00009,2.00@12.000,55.0
 , , , , , , , , , , , , , , , 
ROVETTA Andrea,ITA,M,11ITA003,50.0,0.0,0.0,1964.0,R,1.0,35+M,07/03/2011,5.0,ITA00011,2.00@12.000,55.0
 , , , , , , , , , , , , , , , 
ROVETTA Andrea,ITA,M,11ITA012,43.5,0.0,0.0,1964.0,L,2.0,35+M,09/11/2011,4.0,ITA00009,1.50@13.000,55.0
