Name,Country,sex,tour,sl,tr,ju,yob,class,round,date,site id
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07WWW01,0.0,5960.0,0.0,74.0,R,1.0,09/02/2007,AUTTMYCN
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07WWW01,51.5,0.0,0.0,74.0,R,1.0,09/02/2007,AUTTMYCN
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA07,52.0,0.0,0.0,74.0,R,1.0,07/22/2007,ITA00007
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA07,48.0,0.0,0.0,74.0,R,2.0,07/22/2007,ITA00007
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA09,57.5,0.0,0.0,74.0,L,1.0,07/29/2007,ITA00008
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA09,50.0,0.0,0.0,74.0,L,2.0,07/29/2007,ITA00008
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA26,58.5,0.0,0.0,74.0,R,1.0,10/07/2007,ITA00008
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA26,43.5,0.0,0.0,74.0,R,2.0,10/07/2007,ITA00008
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA26,58.0,0.0,0.0,74.0,R,3.0,10/07/2007,ITA00008
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA06,56.0,0.0,0.0,74.0,L,1.0,07/15/2007,ITA00010
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA06,61.0,0.0,0.0,74.0,L,2.0,07/15/2007,ITA00010
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA06,59.0,0.0,0.0,74.0,L,3.0,07/15/2007,ITA00010
MOSTI Marina,ITA,F,07ITA03,0.0,0.0,0.0,74.0,L,1.0,06/17/2007,ITA0701
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA03,57.0,0.0,0.0,74.0,L,1.0,06/17/2007,ITA0701
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA03,55.5,0.0,0.0,74.0,L,2.0,06/17/2007,ITA0701
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA03,57.0,0.0,0.0,74.0,L,3.0,06/17/2007,ITA0701
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME03,0.0,5900.0,0.0,74.0,R,1.0,09/19/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME03,57.5,0.0,0.0,74.0,R,1.0,09/19/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME04,0.0,0.0,47.9,74.0,R,1.0,09/23/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME04,0.0,6560.0,0.0,74.0,R,1.0,09/23/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME04,57.0,0.0,0.0,74.0,R,1.0,09/23/2007,ITAFISN1
MOSTI Marina,ITA,F,07EAME04,57.0,6560.0,47.9,74.0,R,1.0,09/23/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME04,0.0,0.0,47.3,74.0,R,2.0,09/23/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME04,0.0,6790.0,0.0,74.0,R,2.0,09/23/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07EAME04,56.5,0.0,0.0,74.0,R,2.0,09/23/2007,ITAFISN1
MOSTI Marina,ITA,F,07EAME04,56.5,6790.0,47.3,74.0,R,2.0,09/23/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA01,56.5,0.0,0.0,74.0,R,1.0,06/24/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA01,56.0,0.0,0.0,74.0,L,2.0,06/24/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA01,58.0,0.0,0.0,74.0,R,3.0,06/24/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA12,56.5,0.0,0.0,74.0,R,1.0,08/12/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07ITA12,60.5,0.0,0.0,74.0,R,2.0,08/12/2007,ITAFISN1
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07S123R,51.5,0.0,0.0,74.0,R,1.0,04/26/2007,USAS0306
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07S123R,51.5,0.0,0.0,74.0,R,2.0,04/26/2007,USAS0306
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07S108R,0.0,0.0,45.0,74.0,R,1.0,05/20/2007,USAS0355
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07S108R,55.5,0.0,0.0,74.0,R,1.0,05/20/2007,USAS0355
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07S108R,0.0,0.0,46.2,74.0,R,2.0,05/20/2007,USAS0355
 , , , , , , , , , , , 
MOSTI Marina,ITA,F,07S108R,57.0,0.0,0.0,74.0,R,2.0,05/20/2007,USAS0355
