Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
PUGSTALLER Robert,AUT,M,10AUT01,55.5,0.0,0.0,1990.0,L,1.0,-21M,06/20/2010,3.0,AUTTWWUT,1.50@11.250,58.0
 , , , , , , , , , , , , , , , 
PUGSTALLER Robert,AUT,M,10AUT01,50.5,0.0,0.0,1990.0,L,2.0,-21M,06/20/2010,3.0,AUTTWWUT,2.50@12.000,58.0
 , , , , , , , , , , , , , , , 
PUGSTALLER Robert,AUT,M,10AUT01,52.0,0.0,0.0,1990.0,L,3.0,-21M,06/20/2010,3.0,AUTTWWUT,4.00@12.000,58.0
 , , , , , , , , , , , , , , , 
PUGSTALLER Robert,AUT,M,10AUT03,51.5,0.0,0.0,1990.0,L,1.0,OpeM,07/18/2010,5.0,AUTTMYCN,3.50@12.000,58.0
 , , , , , , , , , , , , , , , 
PUGSTALLER Robert,AUT,M,10AUT03,51.5,0.0,0.0,1990.0,L,2.0,OpeM,07/18/2010,5.0,AUTTMYCN,3.50@12.000,58.0
