Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,07W120R,49.0,0.0,0.0,92.0,L,2.0,G3,07/01/2007,1.0,USAW0473,1.00@12.000,55.0
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,07CAN51,45.5,0.0,0.0,92.0,L,2.0,G3,08/03/2007,2.0,CAN7284,3.50@13.000,55.0
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,08S015R,45.0,0.0,0.0,92.0,L,2.0,G3,10/13/2007,2.0,USAS0275,3.00@13.000,55.0
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,07W120R,44.5,0.0,0.0,92.0,L,1.0,G3,07/01/2007,1.0,USAW0473,2.50@13.000,55.0
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,08S015R,43.5,0.0,0.0,92.0,L,1.0,G3,10/13/2007,2.0,USAS0275,1.50@13.000,55.0
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,07S083R,43.0,0.0,0.0,92.0,L,2.0,G3,05/06/2007,1.0,USAS0275,1.00@13.000,55.0
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,07S108R,42.5,0.0,0.0,92.0,L,1.0,G3,05/20/2007,4.0,USAS0355,0.50@13.000,55.0
 , , , , , , , , , , , , , , , 
MCCAMMON Maddison,CAN,F,07CAN25,41.25,0.0,0.0,92.0,R,2.0,G3,08/15/2007,4.0,CAN7733,5.25@14.250,55.0
