Name,Country,sex,tour,sl,tr,ju,yob,class,round,date,site id
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA37,0.0,7180.0,0.0,1990.0,L,1.0,06/29/2008,FRA6402
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA37,0.0,7940.0,0.0,1990.0,L,2.0,06/29/2008,FRA6402
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA03,0.0,0.0,44.4,1990.0,L,1.0,07/31/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA03,0.0,7840.0,0.0,1990.0,L,1.0,07/31/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA03,56.0,0.0,0.0,1990.0,L,1.0,07/31/2008,FRA3312
DAILLAND Thibaut,FRA,M,08FRA03,56.0,7840.0,44.4,1990.0,L,1.0,07/31/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA03,0.0,6300.0,0.0,1990.0,L,2.0,07/31/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA03,45.5,0.0,0.0,1990.0,L,2.0,07/31/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA04,0.0,0.0,49.9,1990.0,R,1.0,08/03/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA04,0.0,9130.0,0.0,1990.0,R,1.0,08/03/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA04,51.5,0.0,0.0,1990.0,R,1.0,08/03/2008,FRA3312
DAILLAND Thibaut,FRA,M,08FRA04,51.5,9130.0,49.9,1990.0,R,1.0,08/03/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA04,0.0,7360.0,0.0,1990.0,R,2.0,08/03/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA04A,0.0,4360.0,0.0,1990.0,R,1.0,08/03/2008,FRA3312
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08EAME04,0.0,0.0,52.4,1990.0,R,1.0,08/24/2008,FINNIIHA
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08EAME04,0.0,9790.0,0.0,1990.0,R,1.0,08/24/2008,FINNIIHA
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08EAME04,57.0,0.0,0.0,1990.0,R,1.0,08/24/2008,FINNIIHA
DAILLAND Thibaut,FRA,M,08EAME04,57.0,9790.0,52.4,1990.0,R,1.0,08/24/2008,FINNIIHA
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08EAME04,0.0,0.0,52.3,1990.0,R,2.0,08/24/2008,FINNIIHA
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08EAME04,56.5,0.0,0.0,1990.0,R,2.0,08/24/2008,FINNIIHA
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA49,0.0,7000.0,0.0,1990.0,L,1.0,11/02/2008,FRA9701
 , , , , , , , , , , , 
DAILLAND Thibaut,FRA,M,08FRA49,0.0,8000.0,0.0,1990.0,L,3.0,11/02/2008,FRA9701
