Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
STEVENS Mark,CAN,M,07E062R,0.0,0.0,42.5,58.0,L,1.0,M4,07/15/2007,1.0,USAE0087,0.235,51.0
 , , , , , , , , , , , , , , , 
STEVENS Mark,CAN,M,07E062R,0.0,0.0,43.6,58.0,R,2.0,M4,07/15/2007,1.0,USAE0087,0.235,51.0
 , , , , , , , , , , , , , , , 
STEVENS Mark,CAN,M,07CAN45,0.0,0.0,44.0,58.0,L,1.0,M4,07/21/2007,1.0,CAN7875,0.235,54.0
 , , , , , , , , , , , , , , , 
STEVENS Mark,CAN,M,07CAN45,0.0,0.0,44.8,58.0,L,2.0,M4,07/21/2007,1.0,CAN7875,0.235,54.0
 , , , , , , , , , , , , , , , 
STEVENS Mark,CAN,M,07CAN45,0.0,0.0,44.4,58.0,L,3.0,M4,07/21/2007,1.0,CAN7875,0.235,54.0
 , , , , , , , , , , , , , , , 
STEVENS Mark,CAN,M,07CAN25,0.0,0.0,43.8,58.0,R,1.0,M4,08/15/2007,1.0,CAN7733,0.235,54.0
 , , , , , , , , , , , , , , , 
STEVENS Mark,CAN,M,07CAN25,0.0,0.0,44.1,58.0,R,2.0,M4,08/15/2007,1.0,CAN7733,0.235,54.0
