Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,08AUS314,45.0,0.0,0.0,89.0,L,2.0,U17B,03/06/2008,6.0,AUS3030,3.00@13.000,58.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL07,0.0,0.0,43.5,89.0,L,1.0,U21M,01/28/2008,1.0,NZL10001,0.255,54.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL07,46.0,0.0,0.0,89.0,L,1.0,U21M,01/28/2008,2.0,NZL10001,4.00@13.000,58.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL07,0.0,0.0,45.5,89.0,L,2.0,U21M,01/28/2008,1.0,NZL10001,0.255,54.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL16,0.0,0.0,42.4,89.0,L,1.0,U21M,03/23/2008,3.0,NZL30001,0.255,54.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL16,0.0,0.0,41.9,89.0,L,2.0,U21M,03/23/2008,3.0,NZL30001,0.255,54.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL18,49.0,0.0,0.0,89.0,L,1.0,U21M,04/06/2008,1.0,NZL30001,1.00@12.000,58.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL18,0.0,0.0,42.7,89.0,L,2.0,U21M,04/06/2008,2.0,NZL30001,0.255,54.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL05,0.0,0.0,41.1,89.0,L,1.0,U21M,01/13/2008,1.0,NZL50001,0.255,54.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL05,0.0,0.0,40.3,89.0,L,2.0,U21M,01/13/2008,1.0,NZL50001,0.255,54.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL05,43.5,0.0,0.0,89.0,L,2.0,U21M,01/13/2008,1.0,NZL50001,1.50@13.000,58.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL08,0.0,0.0,42.7,89.0,L,1.0,U23M,02/02/2008,5.0,NZL60001,0.255,57.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL08,43.5,0.0,0.0,89.0,L,1.0,U23M,02/02/2008,5.0,NZL60001,1.50@13.000,58.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL08,0.0,0.0,41.0,89.0,L,2.0,U23M,02/02/2008,5.0,NZL60001,0.255,57.0
 , , , , , , , , , , , , , , , 
SCHULTZ Karl,NZL,M,07NZL08,44.0,0.0,0.0,89.0,L,2.0,U23M,02/02/2008,5.0,NZL60001,2.00@13.000,58.0
