Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,08CAN35,0.0,0.0,29.6,1994.0,L,1.0,JW,07/25/2008,1.0,CAN7733,0.235,51.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,08CAN35,42.5,0.0,0.0,1994.0,L,1.0,JW,07/25/2008,1.0,CAN7733,0.50@13.000,55.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,08CAN35,46.0,0.0,0.0,1994.0,L,2.0,JW,07/25/2008,1.0,CAN7733,4.00@13.000,55.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,08CAN37,0.0,0.0,32.2,1994.0,R,1.0,JW,08/13/2008,1.0,CAN7866,0.235,51.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,08CAN37,46.0,0.0,0.0,1994.0,R,1.0,JW,08/13/2008,3.0,CAN7866,4.00@13.000,55.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,08CAN42,44.0,0.0,0.0,1994.0,L,1.0,JW,08/01/2008,1.0,CAN7447,2.00@13.000,55.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09IWSF00,0.0,0.0,34.0,1994.0,R,1.0,U17F,01/11/2009,9.0,PER001,0.235,51.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09IWSF00,0.0,0.0,34.2,1994.0,R,2.0,U17F,01/11/2009,9.0,PER001,0.235,51.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09M049R,0.0,0.0,29.9,1994.0,R,1.0,IG,09/01/2008,2.0,USAM0553,0.235,51.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09M049R,40.5,0.0,0.0,1994.0,R,1.0,IG,09/01/2008,2.0,USAM0553,4.50@14.250,55.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09M049R,0.0,0.0,30.2,1994.0,R,2.0,IG,09/01/2008,2.0,USAM0553,0.235,51.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09M049R,44.5,0.0,0.0,1994.0,R,2.0,IG,09/01/2008,2.0,USAM0553,2.50@13.000,55.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09M049R,0.0,0.0,30.9,1994.0,R,3.0,IG,09/01/2008,2.0,USAM0553,0.235,51.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09M049R,45.0,0.0,0.0,1994.0,R,3.0,IG,09/01/2008,2.0,USAM0553,3.00@13.000,55.0
 , , , , , , , , , , , , , , , 
GRANT Taryn,CAN,F,09S024R,43.0,0.0,0.0,1994.0,L,2.0,G3,10/12/2008,3.0,USAS0275,1.00@13.000,55.0
