Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W999A,61.5,0.0,0.0,73.0,R,1.0,OM,08/18/2007,6.0,USAW0398,1.50@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W152R,64.0,0.0,0.0,73.0,R,1.0,OM,07/08/2007,3.0,USAW0439,4.00@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W152R,59.0,0.0,0.0,73.0,R,2.0,OM,07/08/2007,3.0,USAW0439,5.00@11.250,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W120R,68.0,0.0,0.0,73.0,R,1.0,OM,07/01/2007,2.0,USAW0473,2.00@10.250,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W120R,56.5,0.0,0.0,73.0,R,2.0,OM,07/01/2007,2.0,USAW0473,2.50@11.250,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,08W042R,61.5,0.0,0.0,73.0,R,1.0,OM,09/02/2007,2.0,USAW0473,1.50@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,08W042R,63.5,0.0,0.0,73.0,R,2.0,OM,09/02/2007,2.0,USAW0473,3.50@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W090R,63.0,0.0,0.0,73.0,L,1.0,OM,07/15/2007,1.0,USAW0479,3.00@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W090R,63.5,0.0,0.0,73.0,R,2.0,OM,07/15/2007,1.0,USAW0479,3.50@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,07W090R,61.5,0.0,0.0,73.0,R,3.0,OM,07/15/2007,1.0,USAW0479,1.50@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,08W062P,62.0,0.0,0.0,73.0,R,1.0,OM,09/23/2007,13.0,USAW0499,2.00@10.750,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,08W062P,58.0,0.0,0.0,73.0,R,2.0,OM,09/23/2007,13.0,USAW0499,4.00@11.250,58.0
 , , , , , , , , , , , , , , , 
KOSNEY Erik,USA,M,08W062P,63.0,0.0,0.0,73.0,R,3.0,OM,09/23/2007,13.0,USAW0499,3.00@10.750,58.0
